CODE,MUNICIPIO,SI,NO,BLANCO,NULO,NOTES
piera,Piera,9618,5009,234,433,El censo de <strong>Piera</strong> es <strong>18946</strong> y ha participado un <strong>81%</strong>
pineda-de-mar,Pineda de Mar,9561,5739,167,314,El censo de <strong>Pineda de Mar</strong> es <strong>20644</strong> y ha participado un <strong>76%</strong>
pinell-de-solsones,Pinell de Solsonès,5821,3478,392,289,El censo de <strong>Pinell de Solsonès</strong> es <strong>14525</strong> y ha participado un <strong>69%</strong>
pinos,Pinós,5372,3551,305,434,El censo de <strong>Pinós</strong> es <strong>14267</strong> y ha participado un <strong>68%</strong>
pira,Pira,5240,4120,439,481,El censo de <strong>Pira</strong> es <strong>15706</strong> y ha participado un <strong>65%</strong>
planoles,Planoles,5554,4725,306,487,El censo de <strong>Planoles</strong> es <strong>15722</strong> y ha participado un <strong>70%</strong>
poboleda,Poboleda,8582,3914,197,197,El censo de <strong>Poboleda</strong> es <strong>16652</strong> y ha participado un <strong>77%</strong>
polinya,Polinyà,6730,4667,434,409,El censo de <strong>Polinyà</strong> es <strong>16306</strong> y ha participado un <strong>75%</strong>
pont-de-molins,Pont de Molins,6647,3072,256,313,El censo de <strong>Pont de Molins</strong> es <strong>13786</strong> y ha participado un <strong>75%</strong>
pontils,Pontils,7673,3709,184,495,El censo de <strong>Pontils</strong> es <strong>17376</strong> y ha participado un <strong>69%</strong>
pontons,Pontons,7836,3016,181,458,El censo de <strong>Pontons</strong> es <strong>15106</strong> y ha participado un <strong>76%</strong>
pontos,Pontós,6437,4242,288,166,El censo de <strong>Pontós</strong> es <strong>14779</strong> y ha participado un <strong>75%</strong>
ponts,Ponts,6979,3916,342,271,El censo de <strong>Ponts</strong> es <strong>15208</strong> y ha participado un <strong>76%</strong>
porqueres,Porqueres,7030,4694,327,226,El censo de <strong>Porqueres</strong> es <strong>17647</strong> y ha participado un <strong>70%</strong>
porrera,Porrera,7349,3154,456,128,El censo de <strong>Porrera</strong> es <strong>16738</strong> y ha participado un <strong>66%</strong>
portbou,Portbou,7000,5345,398,133,El censo de <strong>Portbou</strong> es <strong>18324</strong> y ha participado un <strong>70%</strong>
pradell-de-la-teixeta,Pradell de la Teixeta,9511,3837,472,500,El censo de <strong>Pradell de la Teixeta</strong> es <strong>18894</strong> y ha participado un <strong>76%</strong>
prades,Prades,5762,4543,103,330,El censo de <strong>Prades</strong> es <strong>14134</strong> y ha participado un <strong>76%</strong>
prat-de-comte,Prat de Comte,9310,5991,102,244,El censo de <strong>Prat de Comte</strong> es <strong>20398</strong> y ha participado un <strong>77%</strong>
pratdip,Pratdip,5417,3401,280,360,El censo de <strong>Pratdip</strong> es <strong>14780</strong> y ha participado un <strong>64%</strong>
prats-de-llucanes,Prats de Lluçanès,9339,5296,440,200,El censo de <strong>Prats de Lluçanès</strong> es <strong>20726</strong> y ha participado un <strong>74%</strong>
prats-i-sansor,Prats i Sansor,8871,5480,279,143,El censo de <strong>Prats i Sansor</strong> es <strong>20339</strong> y ha participado un <strong>73%</strong>
preixana,Preixana,7786,4442,437,490,El censo de <strong>Preixana</strong> es <strong>16940</strong> y ha participado un <strong>78%</strong>
preixens,Preixens,9932,5611,455,123,El censo de <strong>Preixens</strong> es <strong>21007</strong> y ha participado un <strong>77%</strong>
premia-de-dalt,Premià de Dalt,8885,5654,249,175,El censo de <strong>Premià de Dalt</strong> es <strong>19113</strong> y ha participado un <strong>78%</strong>
premia-de-mar,Premià de Mar,9086,5111,187,189,El censo de <strong>Premià de Mar</strong> es <strong>19139</strong> y ha participado un <strong>76%</strong>
prullans,Prullans,7013,3211,311,494,El censo de <strong>Prullans</strong> es <strong>16801</strong> y ha participado un <strong>66%</strong>
puigcerda,Puigcerdà,6244,4020,126,116,El censo de <strong>Puigcerdà</strong> es <strong>15355</strong> y ha participado un <strong>68%</strong>
puigdalber,Puigdàlber,6563,5778,297,168,El censo de <strong>Puigdàlber</strong> es <strong>16120</strong> y ha participado un <strong>79%</strong>
puiggros,Puiggròs,7181,5738,301,409,El censo de <strong>Puiggròs</strong> es <strong>18189</strong> y ha participado un <strong>75%</strong>
puigpelat,Puigpelat,8464,5982,449,254,El censo de <strong>Puigpelat</strong> es <strong>19232</strong> y ha participado un <strong>79%</strong>
puig-reig,Puig-reig,9412,3471,450,485,El censo de <strong>Puig-reig</strong> es <strong>16913</strong> y ha participado un <strong>82%</strong>
puigverd-d-agramunt,Puigverd d'Agramunt,8114,4313,157,431,El censo de <strong>Puigverd d'Agramunt</strong> es <strong>16358</strong> y ha participado un <strong>80%</strong>
puigverd-de-lleida,Puigverd de Lleida,9390,3716,473,399,El censo de <strong>Puigverd de Lleida</strong> es <strong>19952</strong> y ha participado un <strong>70%</strong>
pujalt,Pujalt,9411,3331,498,376,El censo de <strong>Pujalt</strong> es <strong>19171</strong> y ha participado un <strong>71%</strong>
quart,Quart,5031,5964,459,419,El censo de <strong>Quart</strong> es <strong>15196</strong> y ha participado un <strong>78%</strong>
queralbs,Queralbs,9515,3284,145,381,El censo de <strong>Queralbs</strong> es <strong>17275</strong> y ha participado un <strong>77%</strong>
querol,Querol,9629,5210,143,389,El censo de <strong>Querol</strong> es <strong>20189</strong> y ha participado un <strong>76%</strong>
rabos,Rabós,5790,3883,295,305,El censo de <strong>Rabós</strong> es <strong>15940</strong> y ha participado un <strong>64%</strong>
rajadell,Rajadell,9248,3932,129,423,El censo de <strong>Rajadell</strong> es <strong>18876</strong> y ha participado un <strong>73%</strong>
rasquera,Rasquera,7857,4006,331,436,El censo de <strong>Rasquera</strong> es <strong>18425</strong> y ha participado un <strong>69%</strong>
regencos,Regencós,8404,4420,378,234,El censo de <strong>Regencós</strong> es <strong>16753</strong> y ha participado un <strong>80%</strong>
rellinars,Rellinars,6063,4608,442,428,El censo de <strong>Rellinars</strong> es <strong>15877</strong> y ha participado un <strong>73%</strong>
renau,Renau,9390,5461,193,429,El censo de <strong>Renau</strong> es <strong>20751</strong> y ha participado un <strong>75%</strong>
reus,Reus,8013,4178,151,164,El censo de <strong>Reus</strong> es <strong>16740</strong> y ha participado un <strong>75%</strong>
rialp,Rialp,6414,3460,115,175,El censo de <strong>Rialp</strong> es <strong>14574</strong> y ha participado un <strong>70%</strong>
riba-roja-d-ebre,Riba-roja d'Ebre,5564,4616,365,484,El censo de <strong>Riba-roja d'Ebre</strong> es <strong>15200</strong> y ha participado un <strong>73%</strong>
ribera-d-ondara,Ribera d'Ondara,5278,3496,177,254,El censo de <strong>Ribera d'Ondara</strong> es <strong>13943</strong> y ha participado un <strong>66%</strong>
ribera-d-urgellet,Ribera d'Urgellet,9477,4464,441,346,El censo de <strong>Ribera d'Urgellet</strong> es <strong>20187</strong> y ha participado un <strong>73%</strong>
ribes-de-freser,Ribes de Freser,6407,3534,489,211,El censo de <strong>Ribes de Freser</strong> es <strong>16078</strong> y ha participado un <strong>66%</strong>
riells-i-viabrea,Riells i Viabrea,6799,5347,329,366,El censo de <strong>Riells i Viabrea</strong> es <strong>16252</strong> y ha participado un <strong>79%</strong>
riner,Riner,7072,3258,476,171,El censo de <strong>Riner</strong> es <strong>15411</strong> y ha participado un <strong>71%</strong>
ripoll,Ripoll,7881,3548,367,433,El censo de <strong>Ripoll</strong> es <strong>15502</strong> y ha participado un <strong>79%</strong>
ripollet,Ripollet,7616,3883,412,130,El censo de <strong>Ripollet</strong> es <strong>15723</strong> y ha participado un <strong>77%</strong>
riu-de-cerdanya,Riu de Cerdanya,8873,5279,361,286,El censo de <strong>Riu de Cerdanya</strong> es <strong>20286</strong> y ha participado un <strong>73%</strong>
riudarenes,Riudarenes,6676,4096,440,294,El censo de <strong>Riudarenes</strong> es <strong>15750</strong> y ha participado un <strong>73%</strong>
riudaura,Riudaura,8003,3320,358,282,El censo de <strong>Riudaura</strong> es <strong>16612</strong> y ha participado un <strong>72%</strong>
riudecanyes,Riudecanyes,8823,4587,238,399,El censo de <strong>Riudecanyes</strong> es <strong>19592</strong> y ha participado un <strong>72%</strong>
riudecols,Riudecols,7215,3271,232,309,El censo de <strong>Riudecols</strong> es <strong>14477</strong> y ha participado un <strong>76%</strong>
riudellots-de-la-selva,Riudellots de la Selva,5697,3757,276,318,El censo de <strong>Riudellots de la Selva</strong> es <strong>15294</strong> y ha participado un <strong>66%</strong>
riudoms,Riudoms,6781,5144,161,417,El censo de <strong>Riudoms</strong> es <strong>17459</strong> y ha participado un <strong>72%</strong>
riumors,Riumors,9783,5563,488,480,El censo de <strong>Riumors</strong> es <strong>19331</strong> y ha participado un <strong>84%</strong>
rocafort-de-queralt,Rocafort de Queralt,6594,3685,138,124,El censo de <strong>Rocafort de Queralt</strong> es <strong>15658</strong> y ha participado un <strong>67%</strong>
roda-de-bera,Roda de Berà,7935,4342,413,221,El censo de <strong>Roda de Berà</strong> es <strong>16513</strong> y ha participado un <strong>78%</strong>
roda-de-ter,Roda de Ter,9351,3748,288,135,El censo de <strong>Roda de Ter</strong> es <strong>18846</strong> y ha participado un <strong>72%</strong>
rodonya,Rodonyà,8043,4507,414,173,El censo de <strong>Rodonyà</strong> es <strong>18349</strong> y ha participado un <strong>72%</strong>
roquetes,Roquetes,5670,4793,299,242,El censo de <strong>Roquetes</strong> es <strong>15778</strong> y ha participado un <strong>70%</strong>
roses,Roses,6162,5217,352,326,El censo de <strong>Roses</strong> es <strong>17383</strong> y ha participado un <strong>69%</strong>
rossello,Rosselló,8800,3164,415,363,El censo de <strong>Rosselló</strong> es <strong>17451</strong> y ha participado un <strong>73%</strong>
rubi,Rubí,7144,3112,421,417,El censo de <strong>Rubí</strong> es <strong>14656</strong> y ha participado un <strong>76%</strong>
rubio,Rubió,6629,3344,199,393,El censo de <strong>Rubió</strong> es <strong>14824</strong> y ha participado un <strong>71%</strong>
rupia,Rupià,7529,4353,479,485,El censo de <strong>Rupià</strong> es <strong>17236</strong> y ha participado un <strong>75%</strong>
rupit-i-pruit,Rupit i Pruit,5458,3211,380,350,El censo de <strong>Rupit i Pruit</strong> es <strong>14951</strong> y ha participado un <strong>63%</strong>
sabadell,Sabadell,6143,3074,367,232,El censo de <strong>Sabadell</strong> es <strong>14561</strong> y ha participado un <strong>67%</strong>
sagas,Sagàs,6416,3813,269,196,El censo de <strong>Sagàs</strong> es <strong>13783</strong> y ha participado un <strong>78%</strong>
salas-de-pallars,Salàs de Pallars,5533,4042,276,473,El censo de <strong>Salàs de Pallars</strong> es <strong>13956</strong> y ha participado un <strong>74%</strong>
saldes,Saldes,5717,4954,137,294,El censo de <strong>Saldes</strong> es <strong>15913</strong> y ha participado un <strong>70%</strong>
sales-de-llierca,Sales de Llierca,9032,3318,482,181,El censo de <strong>Sales de Llierca</strong> es <strong>18357</strong> y ha participado un <strong>71%</strong>
sallent,Sallent,5269,5154,422,460,El censo de <strong>Sallent</strong> es <strong>14344</strong> y ha participado un <strong>79%</strong>
salomo,Salomó,9405,3747,138,156,El censo de <strong>Salomó</strong> es <strong>16992</strong> y ha participado un <strong>79%</strong>
salou,Salou,6384,5689,478,388,El censo de <strong>Salou</strong> es <strong>17675</strong> y ha participado un <strong>73%</strong>
salt,Salt,9210,4154,409,328,El censo de <strong>Salt</strong> es <strong>19603</strong> y ha participado un <strong>72%</strong>
sanauja,Sanaüja,7058,5457,198,472,El censo de <strong>Sanaüja</strong> es <strong>18744</strong> y ha participado un <strong>70%</strong>
sant-adria-de-besos,Sant Adrià de Besòs,8246,3703,265,124,El censo de <strong>Sant Adrià de Besòs</strong> es <strong>16708</strong> y ha participado un <strong>74%</strong>
sant-agusti-de-llucanes,Sant Agustí de Lluçanès,5119,5028,250,238,El censo de <strong>Sant Agustí de Lluçanès</strong> es <strong>15962</strong> y ha participado un <strong>67%</strong>
sant-andreu-de-la-barca,Sant Andreu de la Barca,8587,3647,437,362,El censo de <strong>Sant Andreu de la Barca</strong> es <strong>17097</strong> y ha participado un <strong>76%</strong>
sant-andreu-de-llavaneres,Sant Andreu de Llavaneres,7446,5212,120,419,El censo de <strong>Sant Andreu de Llavaneres</strong> es <strong>18006</strong> y ha participado un <strong>73%</strong>
sant-andreu-salou,Sant Andreu Salou,5704,5005,381,343,El censo de <strong>Sant Andreu Salou</strong> es <strong>17237</strong> y ha participado un <strong>66%</strong>
sant-aniol-de-finestres,Sant Aniol de Finestres,5947,4771,366,417,El censo de <strong>Sant Aniol de Finestres</strong> es <strong>15426</strong> y ha participado un <strong>75%</strong>
sant-antoni-de-vilamajor,Sant Antoni de Vilamajor,9428,5716,224,308,El censo de <strong>Sant Antoni de Vilamajor</strong> es <strong>20588</strong> y ha participado un <strong>76%</strong>
sant-bartomeu-del-grau,Sant Bartomeu del Grau,6962,5848,490,322,El censo de <strong>Sant Bartomeu del Grau</strong> es <strong>18029</strong> y ha participado un <strong>76%</strong>
sant-boi-de-llobregat,Sant Boi de Llobregat,9083,5897,358,360,El censo de <strong>Sant Boi de Llobregat</strong> es <strong>21295</strong> y ha participado un <strong>74%</strong>
sant-boi-de-llucanes,Sant Boi de Lluçanès,8244,3992,235,443,El censo de <strong>Sant Boi de Lluçanès</strong> es <strong>17095</strong> y ha participado un <strong>76%</strong>
sant-carles-de-la-rapita,Sant Carles de la Ràpita,9463,5264,311,295,El censo de <strong>Sant Carles de la Ràpita</strong> es <strong>20139</strong> y ha participado un <strong>76%</strong>
sant-cebria-de-vallalta,Sant Cebrià de Vallalta,8630,3056,311,265,El censo de <strong>Sant Cebrià de Vallalta</strong> es <strong>16873</strong> y ha participado un <strong>73%</strong>
sant-celoni,Sant Celoni,9225,4848,458,399,El censo de <strong>Sant Celoni</strong> es <strong>18989</strong> y ha participado un <strong>79%</strong>
sant-climent-de-llobregat,Sant Climent de Llobregat,6627,3507,436,490,El censo de <strong>Sant Climent de Llobregat</strong> es <strong>16624</strong> y ha participado un <strong>67%</strong>
sant-climent-sescebes,Sant Climent Sescebes,9072,4682,342,321,El censo de <strong>Sant Climent Sescebes</strong> es <strong>18588</strong> y ha participado un <strong>78%</strong>
sant-cugat-del-valles,Sant Cugat del Vallès,6434,4105,150,305,El censo de <strong>Sant Cugat del Vallès</strong> es <strong>15721</strong> y ha participado un <strong>70%</strong>
sant-cugat-sesgarrigues,Sant Cugat Sesgarrigues,9918,4397,200,345,El censo de <strong>Sant Cugat Sesgarrigues</strong> es <strong>19820</strong> y ha participado un <strong>75%</strong>
sant-esteve-de-la-sarga,Sant Esteve de la Sarga,6449,4247,318,260,El censo de <strong>Sant Esteve de la Sarga</strong> es <strong>16344</strong> y ha participado un <strong>69%</strong>
sant-esteve-de-palautordera,Sant Esteve de Palautordera,5870,4087,263,471,El censo de <strong>Sant Esteve de Palautordera</strong> es <strong>14223</strong> y ha participado un <strong>75%</strong>
sant-esteve-sesrovires,Sant Esteve Sesrovires,5652,5318,191,191,El censo de <strong>Sant Esteve Sesrovires</strong> es <strong>14457</strong> y ha participado un <strong>79%</strong>
sant-feliu-de-buixalleu,Sant Feliu de Buixalleu,6839,3578,396,441,El censo de <strong>Sant Feliu de Buixalleu</strong> es <strong>15801</strong> y ha participado un <strong>71%</strong>
sant-feliu-de-codines,Sant Feliu de Codines,8717,5641,132,208,El censo de <strong>Sant Feliu de Codines</strong> es <strong>20346</strong> y ha participado un <strong>72%</strong>
sant-feliu-de-guixols,Sant Feliu de Guíxols,7296,4707,174,343,El censo de <strong>Sant Feliu de Guíxols</strong> es <strong>17395</strong> y ha participado un <strong>72%</strong>
sant-feliu-de-llobregat,Sant Feliu de Llobregat,8968,3574,340,334,El censo de <strong>Sant Feliu de Llobregat</strong> es <strong>17617</strong> y ha participado un <strong>75%</strong>
sant-feliu-de-pallerols,Sant Feliu de Pallerols,6350,5548,301,100,El censo de <strong>Sant Feliu de Pallerols</strong> es <strong>17091</strong> y ha participado un <strong>72%</strong>
sant-feliu-sasserra,Sant Feliu Sasserra,6826,3608,386,489,El censo de <strong>Sant Feliu Sasserra</strong> es <strong>16055</strong> y ha participado un <strong>70%</strong>
sant-ferriol,Sant Ferriol,5944,5684,420,427,El censo de <strong>Sant Ferriol</strong> es <strong>18068</strong> y ha participado un <strong>69%</strong>
sant-fost-de-campsentelles,Sant Fost de Campsentelles,5705,5510,320,447,El censo de <strong>Sant Fost de Campsentelles</strong> es <strong>17912</strong> y ha participado un <strong>67%</strong>
sant-fruitos-de-bages,Sant Fruitós de Bages,8731,4914,435,303,El censo de <strong>Sant Fruitós de Bages</strong> es <strong>18223</strong> y ha participado un <strong>79%</strong>
sant-gregori,Sant Gregori,6257,3325,215,393,El censo de <strong>Sant Gregori</strong> es <strong>14142</strong> y ha participado un <strong>72%</strong>
sant-guim-de-freixenet,Sant Guim de Freixenet,6251,5156,487,158,El censo de <strong>Sant Guim de Freixenet</strong> es <strong>16911</strong> y ha participado un <strong>71%</strong>
sant-guim-de-la-plana,Sant Guim de la Plana,5745,5012,313,175,El censo de <strong>Sant Guim de la Plana</strong> es <strong>14853</strong> y ha participado un <strong>76%</strong>
sant-hilari-sacalm,Sant Hilari Sacalm,8168,5401,162,240,El censo de <strong>Sant Hilari Sacalm</strong> es <strong>19525</strong> y ha participado un <strong>72%</strong>
sant-hipolit-de-voltrega,Sant Hipòlit de Voltregà,9317,4619,124,329,El censo de <strong>Sant Hipòlit de Voltregà</strong> es <strong>20055</strong> y ha participado un <strong>72%</strong>
sant-iscle-de-vallalta,Sant Iscle de Vallalta,6131,4714,441,148,El censo de <strong>Sant Iscle de Vallalta</strong> es <strong>14835</strong> y ha participado un <strong>77%</strong>
sant-jaume-de-frontanya,Sant Jaume de Frontanyà,7700,3483,419,130,El censo de <strong>Sant Jaume de Frontanyà</strong> es <strong>16358</strong> y ha participado un <strong>72%</strong>
sant-jaume-de-llierca,Sant Jaume de Llierca,5995,3144,283,278,El censo de <strong>Sant Jaume de Llierca</strong> es <strong>13943</strong> y ha participado un <strong>70%</strong>
sant-jaume-dels-domenys,Sant Jaume dels Domenys,6575,3763,273,494,El censo de <strong>Sant Jaume dels Domenys</strong> es <strong>14488</strong> y ha participado un <strong>77%</strong>
sant-jaume-d-enveja,Sant Jaume d'Enveja,6548,4253,375,443,El censo de <strong>Sant Jaume d'Enveja</strong> es <strong>16924</strong> y ha participado un <strong>69%</strong>
sant-joan-de-les-abadesses,Sant Joan de les Abadesses,5713,4949,349,333,El censo de <strong>Sant Joan de les Abadesses</strong> es <strong>16819</strong> y ha participado un <strong>67%</strong>
sant-joan-de-mollet,Sant Joan de Mollet,8084,3947,302,269,El censo de <strong>Sant Joan de Mollet</strong> es <strong>16176</strong> y ha participado un <strong>78%</strong>
sant-joan-de-vilatorrada,Sant Joan de Vilatorrada,7340,5445,358,387,El censo de <strong>Sant Joan de Vilatorrada</strong> es <strong>19426</strong> y ha participado un <strong>70%</strong>
sant-joan-despi,Sant Joan Despí,9577,3281,443,280,El censo de <strong>Sant Joan Despí</strong> es <strong>17018</strong> y ha participado un <strong>80%</strong>
sant-joan-les-fonts,Sant Joan les Fonts,6329,5564,362,144,El censo de <strong>Sant Joan les Fonts</strong> es <strong>17728</strong> y ha participado un <strong>70%</strong>
sant-jordi-desvalls,Sant Jordi Desvalls,7332,4574,139,424,El censo de <strong>Sant Jordi Desvalls</strong> es <strong>18412</strong> y ha participado un <strong>68%</strong>
sant-julia-de-cerdanyola,Sant Julià de Cerdanyola,6810,5710,309,274,El censo de <strong>Sant Julià de Cerdanyola</strong> es <strong>17162</strong> y ha participado un <strong>76%</strong>
sant-julia-de-ramis,Sant Julià de Ramis,8882,3679,208,225,El censo de <strong>Sant Julià de Ramis</strong> es <strong>18592</strong> y ha participado un <strong>70%</strong>
sant-julia-de-vilatorta,Sant Julià de Vilatorta,7871,5542,233,493,El censo de <strong>Sant Julià de Vilatorta</strong> es <strong>19554</strong> y ha participado un <strong>72%</strong>
sant-julia-del-llor-i-bonmati,Sant Julià del Llor i Bonmatí,7090,5964,101,382,El censo de <strong>Sant Julià del Llor i Bonmatí</strong> es <strong>16584</strong> y ha participado un <strong>82%</strong>
sant-just-desvern,Sant Just Desvern,9031,3072,339,448,El censo de <strong>Sant Just Desvern</strong> es <strong>16352</strong> y ha participado un <strong>79%</strong>
sant-llorenc-de-la-muga,Sant Llorenç de la Muga,5061,5582,451,430,El censo de <strong>Sant Llorenç de la Muga</strong> es <strong>16267</strong> y ha participado un <strong>71%</strong>
sant-llorenc-de-morunys,Sant Llorenç de Morunys,7203,4605,392,159,El censo de <strong>Sant Llorenç de Morunys</strong> es <strong>15986</strong> y ha participado un <strong>77%</strong>
sant-llorenc-d-hortons,Sant Llorenç d'Hortons,9735,5599,462,369,El censo de <strong>Sant Llorenç d'Hortons</strong> es <strong>19838</strong> y ha participado un <strong>81%</strong>
sant-llorenc-savall,Sant Llorenç Savall,7202,5212,234,393,El censo de <strong>Sant Llorenç Savall</strong> es <strong>16328</strong> y ha participado un <strong>80%</strong>
sant-marti-d-albars,Sant Martí d'Albars,7567,5956,477,166,El censo de <strong>Sant Martí d'Albars</strong> es <strong>20155</strong> y ha participado un <strong>70%</strong>
sant-marti-de-centelles,Sant Martí de Centelles,6965,5196,347,150,El censo de <strong>Sant Martí de Centelles</strong> es <strong>17454</strong> y ha participado un <strong>73%</strong>
sant-marti-de-llemena,Sant Martí de Llémena,6787,5428,281,471,El censo de <strong>Sant Martí de Llémena</strong> es <strong>18792</strong> y ha participado un <strong>69%</strong>
sant-marti-de-riucorb,Sant Martí de Riucorb,5351,3793,479,172,El censo de <strong>Sant Martí de Riucorb</strong> es <strong>14871</strong> y ha participado un <strong>66%</strong>
sant-marti-de-tous,Sant Martí de Tous,9277,3230,319,478,El censo de <strong>Sant Martí de Tous</strong> es <strong>18975</strong> y ha participado un <strong>70%</strong>
sant-marti-sarroca,Sant Martí Sarroca,6270,5910,275,343,El censo de <strong>Sant Martí Sarroca</strong> es <strong>16676</strong> y ha participado un <strong>77%</strong>
sant-marti-sesgueioles,Sant Martí Sesgueioles,9875,5896,150,446,El censo de <strong>Sant Martí Sesgueioles</strong> es <strong>21747</strong> y ha participado un <strong>75%</strong>
sant-marti-vell,Sant Martí Vell,7265,4063,383,201,El censo de <strong>Sant Martí Vell</strong> es <strong>17406</strong> y ha participado un <strong>68%</strong>
sant-mateu-de-bages,Sant Mateu de Bages,5047,5674,244,104,El censo de <strong>Sant Mateu de Bages</strong> es <strong>14654</strong> y ha participado un <strong>76%</strong>
sant-miquel-de-campmajor,Sant Miquel de Campmajor,7858,5030,132,158,El censo de <strong>Sant Miquel de Campmajor</strong> es <strong>16715</strong> y ha participado un <strong>79%</strong>
sant-miquel-de-fluvia,Sant Miquel de Fluvià,9194,5916,243,177,El censo de <strong>Sant Miquel de Fluvià</strong> es <strong>20770</strong> y ha participado un <strong>75%</strong>
sant-mori,Sant Mori,9871,5479,350,318,El censo de <strong>Sant Mori</strong> es <strong>21416</strong> y ha participado un <strong>75%</strong>
sant-pau-de-seguries,Sant Pau de Segúries,5321,3599,480,212,El censo de <strong>Sant Pau de Segúries</strong> es <strong>14580</strong> y ha participado un <strong>66%</strong>
sant-pere-de-ribes,Sant Pere de Ribes,8181,5673,274,494,El censo de <strong>Sant Pere de Ribes</strong> es <strong>20527</strong> y ha participado un <strong>71%</strong>
sant-pere-de-riudebitlles,Sant Pere de Riudebitlles,6440,4227,235,484,El censo de <strong>Sant Pere de Riudebitlles</strong> es <strong>16388</strong> y ha participado un <strong>69%</strong>
sant-pere-de-torello,Sant Pere de Torelló,6087,3760,161,170,El censo de <strong>Sant Pere de Torelló</strong> es <strong>16067</strong> y ha participado un <strong>63%</strong>
sant-pere-de-vilamajor,Sant Pere de Vilamajor,9658,5813,491,128,El censo de <strong>Sant Pere de Vilamajor</strong> es <strong>20463</strong> y ha participado un <strong>79%</strong>
sant-pere-pescador,Sant Pere Pescador,5537,3440,470,387,El censo de <strong>Sant Pere Pescador</strong> es <strong>13343</strong> y ha participado un <strong>74%</strong>
sant-pere-sallavinera,Sant Pere Sallavinera,8416,3930,427,110,El censo de <strong>Sant Pere Sallavinera</strong> es <strong>16077</strong> y ha participado un <strong>80%</strong>
sant-pol-de-mar,Sant Pol de Mar,9406,5329,464,190,El censo de <strong>Sant Pol de Mar</strong> es <strong>21174</strong> y ha participado un <strong>73%</strong>
sant-quinti-de-mediona,Sant Quintí de Mediona,8917,4010,316,167,El censo de <strong>Sant Quintí de Mediona</strong> es <strong>19305</strong> y ha participado un <strong>69%</strong>
sant-quirze-de-besora,Sant Quirze de Besora,8749,5477,299,303,El censo de <strong>Sant Quirze de Besora</strong> es <strong>20579</strong> y ha participado un <strong>72%</strong>
sant-quirze-del-valles,Sant Quirze del Vallès,9983,3092,221,481,El censo de <strong>Sant Quirze del Vallès</strong> es <strong>19481</strong> y ha participado un <strong>71%</strong>
sant-quirze-safaja,Sant Quirze Safaja,7363,3754,287,175,El censo de <strong>Sant Quirze Safaja</strong> es <strong>14781</strong> y ha participado un <strong>78%</strong>
sant-ramon,Sant Ramon,5600,4919,199,459,El censo de <strong>Sant Ramon</strong> es <strong>16337</strong> y ha participado un <strong>68%</strong>
sant-sadurni-d-anoia,Sant Sadurní d'Anoia,7488,5409,209,253,El censo de <strong>Sant Sadurní d'Anoia</strong> es <strong>17216</strong> y ha participado un <strong>78%</strong>
sant-sadurni-d-osormort,Sant Sadurní d'Osormort,6327,3848,348,456,El censo de <strong>Sant Sadurní d'Osormort</strong> es <strong>16649</strong> y ha participado un <strong>66%</strong>
sant-salvador-de-guardiola,Sant Salvador de Guardiola,7316,4340,101,346,El censo de <strong>Sant Salvador de Guardiola</strong> es <strong>17025</strong> y ha participado un <strong>71%</strong>
sant-vicenc-de-castellet,Sant Vicenç de Castellet,7023,4063,266,494,El censo de <strong>Sant Vicenç de Castellet</strong> es <strong>15664</strong> y ha participado un <strong>76%</strong>
sant-vicenc-de-montalt,Sant Vicenç de Montalt,9804,4973,157,268,El censo de <strong>Sant Vicenç de Montalt</strong> es <strong>20981</strong> y ha participado un <strong>72%</strong>
sant-vicenc-de-torello,Sant Vicenç de Torelló,9294,3829,110,311,El censo de <strong>Sant Vicenç de Torelló</strong> es <strong>17934</strong> y ha participado un <strong>76%</strong>
sant-vicenc-dels-horts,Sant Vicenç dels Horts,6545,4819,374,108,El censo de <strong>Sant Vicenç dels Horts</strong> es <strong>17219</strong> y ha participado un <strong>69%</strong>
santa-barbara,Santa Bàrbara,7391,5396,259,145,El censo de <strong>Santa Bàrbara</strong> es <strong>16768</strong> y ha participado un <strong>79%</strong>
santa-cecilia-de-voltrega,Santa Cecília de Voltregà,9524,5673,112,294,El censo de <strong>Santa Cecília de Voltregà</strong> es <strong>20156</strong> y ha participado un <strong>77%</strong>
santa-coloma-de-cervello,Santa Coloma de Cervelló,7536,4840,250,212,El censo de <strong>Santa Coloma de Cervelló</strong> es <strong>17371</strong> y ha participado un <strong>74%</strong>
santa-coloma-de-farners,Santa Coloma de Farners,7845,3060,260,435,El censo de <strong>Santa Coloma de Farners</strong> es <strong>15074</strong> y ha participado un <strong>77%</strong>
santa-coloma-de-gramenet,Santa Coloma de Gramenet,7892,3942,457,470,El censo de <strong>Santa Coloma de Gramenet</strong> es <strong>15871</strong> y ha participado un <strong>80%</strong>
santa-coloma-de-queralt,Santa Coloma de Queralt,9715,4213,323,106,El censo de <strong>Santa Coloma de Queralt</strong> es <strong>18505</strong> y ha participado un <strong>78%</strong>
santa-cristina-d-aro,Santa Cristina d'Aro,9218,3326,461,335,El censo de <strong>Santa Cristina d'Aro</strong> es <strong>16379</strong> y ha participado un <strong>81%</strong>
santa-eugenia-de-berga,Santa Eugènia de Berga,9089,5342,347,266,El censo de <strong>Santa Eugènia de Berga</strong> es <strong>20660</strong> y ha participado un <strong>73%</strong>
